route_deviation_meters,speed_kmh,stationary_duration_sec,distance_to_next_stop_m,route_progress_pct
8.13,0.0,66.3,9.2,9.3
9.1,27.76,0.0,4693.6,38.57
1.76,0.0,24.1,13.8,11.31
4.69,2.54,48.5,4021.2,15.94
7.64,0.0,82.2,29.9,35.86
7.09,0.0,98.3,31.5,97.34
4.96,31.95,0.0,1796.9,26.16
3.01,0.0,21.6,0.0,57.66
1.61,0.0,21.6,12.8,33.83
4.41,22.29,0.0,3752.0,34.57
8.71,17.0,0.0,394.7,98.78
10.29,49.45,0.0,4794.8,85.19
3.03,30.47,0.0,371.9,97.01
3.47,20.44,0.0,2579.1,23.5
0.0,0.0,75.8,23.6,44.71
9.18,0.0,32.8,21.7,10.26
10.58,38.83,0.0,1744.8,61.91
7.6,47.25,0.0,2062.0,95.04
6.75,43.02,0.0,3446.7,56.02
2.5,14.11,0.0,4200.3,11.4
1.91,48.97,0.0,1676.7,96.44
5.64,26.49,0.0,858.4,16.42
5.66,0.0,48.3,23.8,61.09
14.53,33.74,0.0,681.9,45.7
0.0,38.36,0.0,4269.6,92.66
1.45,36.21,0.0,2793.7,65.85
5.42,51.06,0.0,2707.8,4.86
2.98,36.97,0.0,4044.7,92.12
10.72,9.95,0.0,2822.2,38.74
1.11,47.57,0.0,1577.4,97.95
2.58,4.46,38.1,2093.1,97.05
5.97,0.0,38.9,25.1,70.15
1.16,7.27,61.7,1488.4,63.26
0.71,8.0,0.0,5275.0,65.01
4.79,20.05,0.0,2002.1,11.54
0.64,22.36,0.0,4138.5,41.75
4.26,0.0,107.2,12.8,80.83
5.87,36.19,0.0,969.1,67.03
12.33,39.79,0.0,1693.8,25.06
0.81,0.0,64.6,10.7,3.23
5.47,0.0,10.1,8.2,74.24
4.89,0.0,51.3,29.4,79.88
0.0,10.88,25.3,114.2,97.58
10.68,34.68,0.0,4581.9,62.06
0.0,2.98,8.2,2755.7,70.46
7.69,8.0,0.0,1058.1,29.42
6.95,0.0,74.3,7.4,51.38
8.95,22.04,0.0,1885.0,13.01
4.45,0.0,72.6,22.3,15.48
11.04,23.16,0.0,2749.0,66.19
1.6,46.35,0.0,1287.8,31.79
10.32,35.91,0.0,3000.0,41.59
6.5,38.18,0.0,2048.3,33.19
6.08,15.25,0.0,4547.9,99.66
11.94,6.25,57.8,3124.6,44.57
2.88,3.12,75.2,4727.7,68.26
2.84,27.55,0.0,4539.4,91.13
7.42,17.68,0.0,4950.7,4.39
0.0,27.45,0.0,5263.9,16.74
7.47,30.2,0.0,4277.3,67.03
4.33,0.0,65.4,7.0,53.78
0.0,0.0,98.5,8.9,64.66
2.53,32.73,0.0,393.0,8.75
1.11,0.0,48.3,14.5,22.76
9.96,47.85,0.0,2988.1,43.3
6.63,30.6,0.0,3884.8,61.83
0.69,46.58,0.0,1727.3,92.8
10.35,18.88,0.0,3667.9,76.53
7.53,37.83,0.0,4406.4,53.35
9.01,41.14,0.0,5036.5,96.01
10.73,0.0,17.3,32.5,72.93
4.07,27.91,0.0,3321.9,0.5
9.22,26.65,0.0,4979.2,74.83
1.08,39.02,0.0,969.2,51.26
7.33,23.2,0.0,4418.2,18.14
11.52,0.0,13.4,2.7,99.43
7.22,45.74,0.0,2730.8,6.74
9.72,26.92,0.0,3445.4,12.82
4.48,2.05,43.4,1563.1,31.78
2.51,25.43,0.0,2412.9,31.63
6.07,38.49,0.0,2455.1,73.98
10.32,0.0,90.4,5.8,87.79
6.87,37.37,0.0,4645.7,55.17
10.88,0.0,41.0,13.1,14.0
7.4,0.0,64.6,12.5,1.86
5.95,8.0,0.0,3078.6,40.51
1.33,9.58,0.0,2075.4,99.87
7.21,28.95,0.0,2609.4,77.21
2.7,12.31,0.0,4679.1,39.68
5.92,0.0,75.2,25.4,61.4
10.2,56.4,0.0,5325.8,65.94
2.25,0.0,62.4,11.4,21.88
6.11,37.03,0.0,2050.8,4.28
14.41,62.27,0.0,1850.0,45.46
9.23,0.0,82.8,0.0,52.14
3.62,27.96,0.0,2072.6,65.37
8.47,0.0,34.1,25.1,37.63
3.35,16.28,0.0,3362.7,86.77
6.38,32.43,0.0,3574.8,13.9
7.38,17.64,0.0,739.0,18.69
10.84,27.44,0.0,2685.6,81.12
1.5,31.28,0.0,333.0,16.12
5.26,27.67,0.0,3190.3,16.11
5.18,42.87,0.0,3336.5,25.83
15.12,26.64,0.0,1630.7,1.86
0.22,54.09,0.0,1021.1,44.92
5.64,0.0,72.8,0.0,60.08
4.31,22.07,0.0,1950.4,72.42
3.57,25.33,0.0,686.3,38.55
9.01,19.02,0.0,907.6,41.98
0.54,32.5,0.0,4332.9,3.9
9.39,39.27,0.0,3358.8,13.03
11.51,0.0,34.0,5.5,64.92
5.47,32.78,0.0,4363.6,52.98
13.14,28.9,0.0,3862.2,58.9
0.0,21.36,0.0,4738.9,13.39
6.42,23.48,0.0,3929.4,87.68
7.41,0.0,62.2,15.8,57.8
4.67,0.0,39.9,23.2,36.23
10.8,19.85,0.0,1588.0,85.5
7.76,0.0,22.6,24.1,75.5
2.51,41.12,0.0,1755.9,25.38
4.2,11.18,0.0,3660.1,85.5
0.14,0.0,72.8,17.2,16.18
9.95,23.86,0.0,968.0,55.06
0.08,7.41,41.1,4633.0,0.53
8.61,33.33,0.0,303.9,8.0
11.49,28.38,0.0,3942.7,52.1
12.98,22.56,0.0,2470.4,64.03
2.01,11.94,0.0,281.5,28.6
3.11,29.14,0.0,294.7,16.95
8.34,30.01,0.0,4310.2,99.68
1.8,39.76,0.0,4079.4,51.77
8.76,35.27,0.0,5041.0,82.98
9.13,27.79,0.0,1150.4,60.64
3.23,4.94,41.1,1506.5,40.71
6.96,11.91,24.0,4075.1,80.29
2.43,8.0,0.0,4257.8,56.32
10.3,0.0,53.3,13.0,46.07
5.51,8.0,0.0,3755.3,6.76
0.0,43.9,0.0,152.5,31.57
4.67,0.0,91.2,23.3,24.83
14.22,0.0,86.6,2.2,47.66
12.75,19.26,0.0,2794.6,94.71
0.0,35.69,0.0,1194.9,73.54
4.05,33.17,0.0,5069.0,61.86
7.58,0.0,27.9,3.9,66.34
10.43,33.61,0.0,2758.6,62.07
12.43,2.35,79.3,1437.3,49.08
5.13,50.27,0.0,2682.9,57.67
8.39,15.65,0.0,1043.9,50.25
9.77,1.56,42.6,108.5,69.82
2.9,24.81,0.0,1502.4,61.28
6.36,43.5,0.0,2076.0,61.31
7.53,48.07,0.0,4713.4,37.23
6.9,35.76,0.0,1334.3,57.59
5.63,38.73,0.0,2156.8,43.22
8.2,28.27,0.0,1053.7,80.57
13.78,29.35,0.0,3991.0,51.7
4.41,0.0,90.6,2.7,56.78
9.65,13.26,0.0,2529.2,81.38
6.83,8.0,0.0,1491.7,36.1
2.57,50.73,0.0,1174.4,12.12
0.0,39.54,0.0,2017.6,64.91
12.2,0.0,55.6,0.0,48.75
4.71,46.52,0.0,1004.9,14.48
3.05,0.0,90.1,17.2,57.16
4.75,25.94,0.0,1544.4,22.82
9.03,8.0,0.0,2061.1,27.12
8.71,23.44,0.0,224.7,96.55
7.31,0.0,96.1,9.3,66.2
6.93,34.85,0.0,4844.9,6.38
9.97,31.99,0.0,549.6,76.5
9.27,44.49,0.0,1770.6,88.55
4.8,46.45,0.0,4628.0,13.13
1.9,9.62,0.0,2671.2,32.52
2.91,5.4,65.4,926.3,44.48
4.82,19.84,0.0,2926.7,63.1
2.12,21.43,0.0,4445.4,30.97
10.08,29.37,0.0,100.5,36.58
9.4,0.0,44.3,24.4,84.79
14.56,16.33,0.0,149.3,47.71
5.23,38.39,0.0,2117.7,0.72
2.28,25.53,0.0,4080.4,16.33
3.74,36.49,0.0,1393.6,42.22
12.13,0.0,35.7,11.4,68.46
12.44,0.0,69.6,9.9,41.29
2.38,17.39,0.0,3462.9,27.21
7.27,30.47,0.0,1104.1,53.5
5.24,48.88,0.0,1357.2,72.71
2.34,30.44,0.0,4417.1,31.16
0.0,7.2,62.3,327.4,33.02
0.0,0.0,44.0,16.2,7.14
9.08,0.0,17.2,15.9,12.2
2.99,0.0,59.5,12.4,44.3
6.64,15.56,0.0,2653.3,98.21
4.66,0.0,80.4,37.7,62.92
8.47,24.85,0.0,4892.6,25.33
3.96,0.0,86.9,24.2,21.78
7.6,38.37,0.0,4361.4,11.96
12.76,35.47,0.0,3319.5,47.53
7.98,33.75,0.0,3440.7,9.14
11.6,5.92,15.9,3967.8,5.98
1.1,51.01,0.0,4186.2,23.27
5.19,0.0,73.4,29.3,43.87
11.67,49.23,0.0,2462.5,48.53
5.15,22.64,0.0,1977.4,18.66
4.8,0.0,106.6,11.4,91.45
5.49,29.04,0.0,103.9,29.57
9.81,30.92,0.0,4726.9,37.9
6.71,0.0,53.4,0.6,23.88
2.29,39.5,0.0,3077.9,49.75
3.48,45.42,0.0,2925.3,11.05
7.08,24.56,0.0,1191.2,87.35
10.23,39.08,0.0,3652.8,83.63
5.07,21.2,0.0,3372.1,36.64
8.48,26.51,0.0,4904.7,49.14
6.45,25.97,0.0,5166.5,55.8
1.73,43.81,0.0,1535.4,82.36
9.08,34.37,0.0,5287.2,94.46
5.23,15.4,0.0,2941.4,18.95
4.23,24.66,0.0,2342.0,74.92
3.57,21.36,0.0,3692.3,45.87
7.26,0.0,73.7,11.9,40.16
8.0,4.43,48.9,4957.7,44.3
1.29,44.72,0.0,4019.7,43.06
3.44,26.78,0.0,5101.2,76.57
10.23,26.88,0.0,4022.1,39.71
2.02,3.95,29.6,1148.3,99.34
9.2,0.0,76.7,1.2,2.17
1.19,24.94,0.0,935.5,92.59
4.65,35.16,0.0,3243.6,36.71
6.66,25.11,0.0,5056.6,39.98
4.83,0.0,16.2,22.0,17.29
0.56,21.62,0.0,4046.3,90.77
4.1,49.34,0.0,1978.8,7.85
8.36,0.0,94.1,0.1,41.65
2.88,16.65,0.0,4298.1,1.14
5.61,33.28,0.0,907.7,53.99
6.24,33.8,0.0,2221.6,73.16
2.08,21.99,0.0,1664.8,22.21
7.12,33.68,0.0,366.3,57.14
10.06,37.22,0.0,804.0,77.38
1.69,24.95,0.0,1158.9,65.22
5.73,21.01,0.0,4294.6,7.16
7.54,27.61,0.0,2387.1,67.17
3.69,44.54,0.0,1746.0,2.42
0.0,0.0,38.7,4100.0,44.22
6.96,31.14,0.0,706.8,37.38
0.0,51.67,0.0,4528.7,94.89
2.42,40.04,0.0,222.8,69.38
8.82,34.18,0.0,1496.8,53.8
10.67,41.73,0.0,199.3,72.99
10.81,37.06,0.0,1633.7,66.35
6.66,0.0,94.5,19.8,61.8
3.57,36.15,0.0,3664.5,85.21
13.98,0.0,66.0,16.2,64.94
9.89,3.59,71.8,2681.2,9.96
1.57,29.95,0.0,216.0,92.63
2.46,28.01,0.0,947.8,39.34
2.65,43.48,0.0,5382.5,23.62
8.13,14.43,0.0,4908.2,87.87
11.0,0.0,65.9,27.4,28.02
12.96,0.0,13.1,32.2,8.78
3.97,23.88,0.0,924.8,24.04
9.02,4.56,37.9,2729.7,54.22
8.1,0.0,45.8,29.6,86.26
14.71,59.75,0.0,883.8,97.58
9.03,4.7,44.5,1622.1,55.73
5.36,0.0,65.0,0.0,72.71
2.33,36.87,0.0,4928.3,93.38
4.96,11.16,48.5,3079.3,10.68
12.22,31.04,0.0,3811.8,56.7
8.89,15.98,0.0,3365.4,68.81
6.69,0.0,77.4,5.7,37.4
6.36,32.88,0.0,181.1,76.45
0.37,40.27,0.0,4192.0,98.82
16.45,14.54,0.0,2745.7,86.71
3.1,32.38,0.0,325.9,40.49
3.47,0.0,74.8,14.4,61.15
0.64,33.35,0.0,2538.7,87.58
1.28,0.0,90.2,14.7,4.24
5.52,14.74,0.0,3505.5,51.61
4.97,41.69,0.0,4569.2,30.46
1.13,37.74,0.0,2891.6,5.45
8.11,18.47,0.0,711.1,72.26
11.71,0.0,45.3,5.6,13.53
8.26,28.13,0.0,2555.3,59.03
3.39,47.87,0.0,3979.2,69.17
2.07,19.18,0.0,2928.6,11.42
7.19,8.0,0.0,2144.9,79.11
5.28,43.2,0.0,3661.5,76.83
3.29,38.18,0.0,2365.7,86.88
11.69,14.11,0.0,734.8,76.86
7.86,23.42,0.0,2576.7,20.29
3.87,0.0,111.7,15.7,54.35
2.14,22.78,0.0,528.8,41.02
6.17,45.1,0.0,3110.8,61.98
8.16,0.0,64.3,34.1,65.33
7.79,0.0,43.1,36.5,83.8
3.83,33.75,0.0,3399.9,67.21
0.18,0.0,35.3,2.4,17.74
7.46,5.12,53.3,1925.7,9.31
1.46,36.69,0.0,826.5,29.28
5.25,0.0,90.2,10.4,52.46
0.81,8.0,0.0,2711.8,72.97
0.0,0.0,80.5,14.3,93.39
4.02,43.39,0.0,2010.8,99.5
1.53,24.43,0.0,2759.5,63.19
1.15,18.04,0.0,108.5,97.93
4.59,25.74,0.0,4417.6,84.81
2.91,7.39,33.0,1045.9,56.04
5.54,24.93,0.0,1849.2,79.02
10.45,19.54,0.0,3426.4,68.58
11.39,24.72,0.0,3731.4,17.56
9.18,3.9,16.8,3154.6,79.73
2.48,0.0,54.8,0.9,78.4
9.39,0.0,56.6,6.4,29.93
7.58,47.63,0.0,4895.4,79.95
9.19,28.15,0.0,5411.5,3.12
8.85,16.95,0.0,3314.0,38.96
6.06,0.0,20.9,25.1,31.45
6.82,8.0,0.0,1267.2,23.76
8.92,34.53,0.0,5032.1,11.22
0.0,15.95,0.0,1127.1,2.49
6.51,0.87,29.9,759.3,73.24
10.13,0.0,10.0,25.8,67.67
10.76,28.92,0.0,5134.6,71.37
5.95,0.0,83.9,20.8,59.43
0.18,27.73,0.0,3218.8,31.25
8.74,23.38,0.0,1593.9,19.25
4.13,32.17,0.0,1577.6,14.93
2.56,19.94,0.0,1991.7,20.66
9.93,44.55,0.0,1422.1,28.33
3.24,22.87,0.0,802.4,44.36
5.15,24.93,0.0,2402.9,5.38
1.59,20.87,0.0,3876.6,83.62
3.18,50.45,0.0,3722.7,71.29
12.62,26.68,0.0,811.7,46.57
9.94,0.0,46.4,8.7,45.56
0.23,33.91,0.0,3431.5,23.17
13.84,4.62,6.9,3954.5,39.21
5.05,0.0,61.8,8.4,47.53
9.58,25.04,0.0,655.8,76.79
4.73,0.0,43.4,27.9,79.68
2.04,0.0,54.8,5.9,41.34
2.53,3.03,65.9,2975.3,38.38
0.0,0.0,77.4,16.3,54.45
11.87,17.62,0.0,3297.7,93.09
3.92,33.27,0.0,5261.8,55.51
3.76,38.08,0.0,2146.1,10.87
0.0,48.63,0.0,4891.2,66.02
9.97,7.69,35.0,788.6,63.61
1.95,40.05,0.0,3780.2,19.57
0.0,18.66,0.0,5194.0,30.46
9.65,28.8,0.0,143.8,8.93
4.28,6.89,17.8,313.0,29.42
9.7,0.0,28.5,30.4,82.08
6.58,0.0,98.7,10.9,39.43
9.58,22.88,0.0,1116.4,54.51
2.13,33.72,0.0,5486.3,92.45
4.04,0.0,64.0,15.8,13.43
1.73,0.0,62.2,27.4,99.02
8.91,33.96,0.0,2398.8,45.6
0.71,17.57,0.0,2018.7,50.94
4.59,9.49,0.0,1378.4,60.46
2.36,19.0,0.0,5382.5,41.08
4.91,40.42,0.0,3828.7,70.49
8.99,64.24,0.0,4305.9,73.13
4.82,33.98,0.0,2651.2,7.82
4.9,0.0,91.3,21.7,96.04
5.5,0.0,67.6,17.0,34.35
1.57,28.73,0.0,5287.1,46.92
1.84,0.0,115.2,20.0,28.92
5.26,0.0,28.1,9.0,6.14
6.41,36.07,0.0,1648.8,99.04
0.78,35.76,0.0,815.7,50.56
3.41,35.81,0.0,1042.9,85.79
6.17,9.42,0.0,1510.8,15.11
8.39,0.0,75.2,0.0,48.49
7.93,33.4,0.0,932.4,93.39
12.86,29.17,0.0,2477.0,23.79
7.59,48.95,0.0,3568.2,34.51
7.81,0.0,70.1,9.7,39.87
12.28,0.0,31.5,25.7,53.25
10.95,49.18,0.0,5107.0,1.19
1.56,8.0,0.0,321.5,68.29
0.0,0.3,69.4,1708.1,43.18
2.11,23.24,0.0,4275.0,9.83
2.71,0.0,46.0,11.5,73.43
5.08,22.97,0.0,3733.1,54.76
7.81,0.0,60.9,8.4,10.39
6.94,35.21,0.0,5167.9,19.31
6.26,0.0,93.9,10.6,83.55
11.75,0.0,93.7,3.1,12.99
0.0,44.7,0.0,1468.0,96.72
2.25,12.53,0.0,1592.5,93.62
0.0,31.32,0.0,974.6,90.34
2.49,22.0,0.0,424.3,77.71
8.42,2.75,43.5,4646.5,26.47
8.02,42.58,0.0,4251.0,14.39
0.51,9.24,0.0,657.8,71.54
3.26,26.05,0.0,4941.2,44.59
0.09,8.47,0.0,1538.8,66.46
10.32,0.0,41.6,25.8,51.54
4.29,34.07,0.0,3016.7,84.4
0.0,35.7,0.0,3163.1,95.42
1.82,4.74,16.6,3179.7,35.89
10.17,8.0,54.4,3844.2,96.09
8.15,41.46,0.0,1131.4,17.66
6.96,0.0,43.9,8.1,89.65
1.62,15.5,0.0,1142.7,13.99
2.13,0.0,44.0,6.7,6.3
5.14,8.0,0.0,300.0,83.43
10.15,35.8,0.0,4458.4,78.78
6.53,0.0,37.8,0.0,45.84
0.0,16.95,0.0,864.6,3.69
0.0,0.0,70.1,13.4,4.58
3.98,22.48,0.0,2563.4,5.0
12.65,32.35,0.0,2784.6,59.1
4.27,0.0,68.8,5.1,22.06
11.99,0.0,55.8,27.9,32.42
5.21,35.46,0.0,3302.7,83.64
0.0,37.85,0.0,3860.0,12.07
9.21,33.09,0.0,639.8,43.87
5.48,0.0,60.8,13.3,61.24
8.51,30.3,0.0,3619.5,8.91
0.0,0.0,82.8,12.6,77.26
3.46,8.0,0.0,3396.9,52.31
10.95,8.0,0.0,3486.8,18.0
6.01,0.0,78.3,15.2,34.79
4.24,28.98,0.0,4210.1,36.19
7.32,50.2,0.0,1592.7,65.93
7.76,12.53,0.0,2661.8,96.86
5.43,26.88,0.0,1639.3,64.49
2.34,48.73,0.0,333.9,75.84
8.22,0.0,52.9,10.1,78.55
6.19,0.0,41.5,10.1,72.14
4.42,20.45,0.0,1861.1,77.9
5.38,8.0,0.0,1291.6,37.55
0.0,32.47,0.0,5110.6,14.49
4.35,34.23,0.0,3512.9,71.98
6.62,7.49,45.1,4265.7,69.22
6.79,16.12,0.0,3359.6,17.12
12.94,0.0,48.3,11.1,63.8
7.04,4.99,0.0,2978.3,85.7
6.89,0.0,54.9,0.0,27.92
3.54,43.97,0.0,3295.6,89.18
5.64,29.46,0.0,316.3,98.02
6.12,26.88,0.0,2688.1,53.11
7.9,0.0,35.3,13.5,24.05
5.77,0.0,74.1,21.2,94.99
9.85,37.4,0.0,3897.8,30.48
5.98,0.0,54.4,17.8,45.48
0.0,20.8,0.0,3520.4,78.99
9.25,0.0,77.6,9.4,7.07
3.17,34.27,0.0,3029.1,94.61
6.39,0.0,50.0,14.7,88.08
4.66,7.11,28.7,1859.7,67.47
4.35,35.57,0.0,461.8,55.88
9.17,0.0,127.7,23.6,23.86
8.99,7.99,31.5,3737.8,58.01
4.1,37.56,0.0,1596.6,68.02
3.4,41.44,0.0,762.6,52.67
3.85,0.0,32.2,2.0,29.23
1.06,7.03,32.3,4464.9,80.88
13.48,42.38,0.0,5265.8,28.84
5.0,48.3,0.0,4825.0,49.63
3.68,22.83,0.0,3023.7,96.96
3.53,40.67,0.0,1674.2,64.47
8.01,23.71,0.0,3581.2,94.74
2.83,44.44,0.0,3304.1,32.63
8.37,0.0,37.3,26.9,30.41
11.21,8.0,0.0,4256.6,26.0
7.05,23.04,0.0,5090.3,35.31
6.66,0.0,107.1,11.8,28.52
4.84,0.0,47.5,23.4,23.79
6.89,36.17,0.0,287.3,26.04
10.71,19.57,0.0,978.0,34.38
9.57,18.35,0.0,885.1,92.04
8.66,49.65,0.0,5368.2,32.02
6.18,20.2,0.0,5197.7,70.55
6.54,8.33,55.6,4539.1,57.37
3.58,11.94,0.0,852.9,90.02
4.55,41.36,0.0,2508.3,84.09
11.39,35.82,0.0,1299.6,58.34
5.85,6.63,6.9,482.5,53.84
8.01,23.24,0.0,5194.4,19.45
10.97,9.52,66.4,1879.7,36.11
5.2,40.9,0.0,4821.2,97.75
5.4,17.12,0.0,4439.9,99.26
9.64,8.0,0.0,4940.7,42.38
4.55,27.35,0.0,2662.9,20.78
7.47,0.0,59.2,15.2,96.01
4.28,16.87,0.0,3935.3,91.44
8.61,0.0,69.6,24.0,13.69
13.22,35.89,0.0,1741.1,83.46
5.09,30.64,0.0,1518.5,0.24
8.28,3.07,51.2,2484.8,65.38
3.41,0.0,74.7,20.5,24.48
12.04,8.02,0.0,3158.6,58.11
2.77,40.51,0.0,3206.4,69.42
9.27,0.0,80.5,18.2,16.28
7.57,0.0,71.2,0.0,27.27
10.27,8.0,0.0,2874.9,28.99
4.26,0.0,94.6,24.4,18.32
11.21,13.86,0.0,1725.8,68.5
5.32,0.0,49.6,15.7,58.0
5.42,19.1,0.0,5018.3,37.3
6.35,31.4,0.0,4944.1,15.46
8.54,15.4,0.0,3076.0,83.14
5.21,0.0,50.3,16.0,11.4
10.05,0.0,46.8,3.0,31.16
11.6,0.0,62.0,5.9,59.76
13.22,0.0,68.2,18.4,22.24
4.26,33.32,0.0,3830.4,12.53
7.18,0.0,66.5,0.0,7.77
11.53,43.35,0.0,420.0,51.35
5.97,34.44,0.0,4174.6,66.76
8.38,0.0,51.8,18.7,90.12
9.41,57.32,0.0,1978.3,84.59
2.52,28.8,0.0,3179.3,50.06
3.05,38.36,0.0,1134.4,57.81
6.25,8.0,0.0,632.9,90.17
3.51,26.99,0.0,3282.7,50.42
2.31,34.73,0.0,2149.9,95.77
9.4,56.32,0.0,767.5,22.76
