max_acceleration,min_acceleration,speed_variance,heading_variance,average_speed,sample_count
1.4776,-1.6078,2.8855,0.7381,37.0533,20.0
2.289,-1.0021,2.0977,0.4634,30.4626,17.0
2.0597,-2.0714,0.7419,0.3764,23.2692,25.0
0.5401,-0.9394,2.326,0.0629,51.4606,25.0
2.1017,-2.0525,1.8642,1.4174,43.5096,25.0
2.291,-0.7968,1.4311,0.3664,27.0858,23.0
1.2943,-2.2954,1.5834,1.0104,48.7314,20.0
1.6875,-1.9346,2.0848,0.7485,28.4513,19.0
2.223,-1.9777,2.1622,1.3439,26.9516,17.0
0.9806,-2.3865,2.5862,1.2245,31.1639,20.0
1.9426,-1.1892,2.9927,0.4262,31.7426,21.0
1.666,-0.5105,2.4664,0.5476,43.5348,25.0
2.0698,-0.6869,2.0484,0.7856,48.8168,25.0
0.8623,-2.3048,0.471,0.425,47.3338,17.0
2.2992,-1.1911,0.7445,0.3738,49.8573,21.0
1.1626,-1.9789,0.9527,1.2843,33.8215,25.0
2.3886,-2.3576,2.6793,0.7757,49.6999,21.0
1.3262,-0.7583,0.5373,1.4889,28.7068,24.0
2.4733,-2.2136,2.6009,0.3115,18.2325,20.0
0.8536,-1.231,0.1137,0.4466,45.4477,17.0
0.8169,-0.9296,2.3613,0.2376,32.3485,21.0
2.4307,-1.7334,0.2094,0.3392,29.9241,15.0
2.0137,-1.4379,0.152,0.056,44.3441,18.0
1.1887,-2.2421,1.2123,0.9036,21.6808,15.0
1.0817,-1.0443,1.8295,0.5399,50.519,17.0
2.3028,-1.7815,0.6464,1.4247,51.7282,21.0
4.1216,-3.0756,11.5902,5.3287,47.8939,16.0
1.8011,-2.4253,2.642,0.4209,36.3893,15.0
0.5959,-2.2838,2.5247,0.1199,19.6316,22.0
1.5946,-1.5512,0.5441,1.058,40.2125,19.0
0.702,-1.4594,1.9061,1.0661,31.753,16.0
1.7354,-1.9346,2.3758,0.7717,39.3601,19.0
2.4462,-1.7842,1.2883,0.2825,36.9256,18.0
1.4613,-2.031,0.137,0.1791,19.4172,24.0
0.7983,-2.3198,1.5839,1.0992,19.0516,19.0
1.4135,-0.5454,0.866,0.1226,47.5271,15.0
1.2204,-1.1465,1.3354,0.2181,49.0498,15.0
3.692,-4.764,13.5872,18.4179,86.1826,19.0
0.6859,-0.8701,0.6303,0.6311,53.4924,19.0
1.8798,-1.5435,1.323,1.3349,21.6711,17.0
0.6173,-0.6151,0.5622,0.6532,38.63,24.0
0.8625,-1.7405,1.1399,0.0918,42.3786,17.0
1.4762,-0.7248,1.378,0.1418,41.1989,15.0
1.8559,-0.9649,1.7723,0.8693,54.1158,25.0
1.5382,-1.1235,1.8929,0.6776,44.0661,22.0
1.8526,-1.7302,2.5332,0.8596,54.5117,15.0
7.6719,-5.4722,15.9779,12.4375,19.0593,22.0
1.1618,-1.9437,1.5701,0.8482,30.1455,18.0
1.3884,-1.3539,0.3553,0.7728,27.6425,22.0
0.5355,-1.6931,0.2039,0.8462,48.0364,24.0
1.7751,-0.7198,1.7308,0.9992,33.2483,20.0
0.6086,-2.0542,1.4179,0.8622,39.7903,22.0
1.2266,-1.5949,0.3826,1.0054,15.0879,20.0
2.4289,-1.916,1.6138,1.068,16.8311,17.0
2.1437,-1.015,1.2867,0.4187,22.8369,16.0
1.2858,-1.5859,2.3661,1.0893,19.3106,21.0
6.1662,-4.6393,10.0947,18.3763,43.878,24.0
0.7693,-1.5023,1.6381,0.1204,52.4123,24.0
1.5167,-0.6577,0.6139,0.8889,44.2198,17.0
1.815,-1.2877,1.0333,1.328,31.7466,24.0
2.0247,-1.9528,2.8944,1.4572,33.1138,17.0
1.705,-0.7271,1.5857,1.2725,36.9122,20.0
2.371,-1.2348,0.6826,0.955,26.6232,20.0
0.7653,-1.0792,2.928,0.3078,36.6997,25.0
0.7308,-1.7955,1.4931,0.8774,41.6863,21.0
2.2877,-1.4322,2.6447,0.6625,15.5108,16.0
3.7266,-4.6487,11.3983,16.2528,18.6795,19.0
0.7929,-2.3759,2.3746,0.3458,36.6469,20.0
0.705,-0.7639,2.2445,1.304,44.6965,23.0
1.5218,-0.9063,2.1188,1.0548,16.8792,21.0
2.4134,-0.5484,1.0067,0.8506,15.5186,19.0
2.2377,-0.7791,1.3849,0.377,40.3515,25.0
1.6768,-1.0231,0.6698,1.1011,22.7399,22.0
1.8653,-2.126,0.604,0.7951,30.0879,21.0
1.0285,-2.1781,2.5534,0.0582,33.6533,17.0
7.6431,-5.0156,21.1522,14.3805,76.6669,19.0
1.6454,-1.7838,2.3737,0.5109,23.7985,17.0
2.0725,-2.1813,1.6749,0.635,28.9761,18.0
1.1621,-1.9129,2.8559,0.9465,33.9943,23.0
2.4623,-2.4824,2.0399,0.6962,51.1799,24.0
0.9877,-2.4202,2.6684,0.603,46.8483,16.0
1.5805,-1.9343,2.7429,1.2421,29.9983,23.0
0.5877,-0.7034,0.6583,0.7951,52.9285,17.0
2.0466,-1.4336,1.9181,0.3556,40.1806,18.0
1.3484,-2.2921,1.6595,1.069,54.049,21.0
2.3795,-1.0062,0.5459,0.7159,28.2686,16.0
0.856,-1.9962,0.3043,1.2413,51.4395,21.0
1.7604,-1.6339,0.149,1.0263,36.3934,25.0
0.6265,-1.0081,0.232,1.28,29.308,23.0
2.0738,-1.8973,0.3509,1.1596,32.507,21.0
0.5616,-2.1874,0.7376,1.1328,46.8708,23.0
1.7681,-1.9039,2.6722,1.4498,49.6856,25.0
2.3989,-1.393,1.7097,0.2287,15.2012,24.0
1.5951,-2.3297,0.7092,1.1251,44.0375,18.0
1.7919,-1.4749,0.5668,0.3701,48.3899,18.0
1.842,-1.3654,0.2577,1.139,54.6031,23.0
1.5993,-1.9187,0.2954,0.1924,44.0236,22.0
1.2143,-1.1574,0.7801,0.4634,17.7924,18.0
1.4013,-1.2673,0.9865,0.897,37.6221,20.0
2.4173,-2.1627,1.0083,1.1892,43.488,25.0
2.1802,-2.2314,2.2256,1.3229,33.5139,20.0
1.4739,-2.2823,1.9721,0.1689,26.2246,17.0
0.8929,-1.0329,1.9172,1.1048,50.6842,23.0
2.1253,-1.3422,2.3307,0.3585,16.4663,19.0
2.4975,-1.5558,2.3481,0.5804,23.9323,24.0
1.082,-1.5706,1.5802,0.6253,35.0867,25.0
2.428,-0.5363,2.0841,1.1479,20.6148,17.0
2.3974,-1.1812,2.9064,1.1171,34.3401,20.0
6.8074,-6.8413,12.4941,8.5103,61.8298,23.0
1.2225,-1.5607,1.4185,0.1173,54.2236,20.0
2.4369,-1.2329,0.8931,1.1258,38.1453,24.0
1.8074,-1.7694,1.9947,1.2614,35.6665,21.0
0.9458,-1.6883,2.47,0.5503,46.7063,24.0
7.4102,-5.8005,11.9098,12.7181,28.8688,17.0
1.2244,-1.0654,0.4432,0.384,47.4469,16.0
1.4576,-2.0786,0.5676,1.2584,15.8978,15.0
1.6847,-2.2306,1.5867,1.3417,20.8746,17.0
0.8601,-0.5835,1.8381,0.8672,15.7448,25.0
2.3945,-2.0668,1.8589,0.7335,34.2667,18.0
1.7017,-0.9108,2.4793,0.3137,41.386,19.0
1.8712,-0.6553,1.8299,0.1498,30.1285,17.0
0.9047,-0.7808,1.5626,0.6587,20.9824,16.0
2.3032,-1.3004,2.6455,0.8206,45.0953,16.0
0.7607,-1.2931,2.4998,1.3506,45.9948,25.0
1.3414,-0.7504,2.1232,0.672,52.5369,22.0
1.2625,-1.3219,2.25,1.1542,42.8683,16.0
1.009,-0.9683,2.7392,0.1715,38.9317,23.0
0.878,-1.0817,2.3893,0.8881,19.7131,15.0
0.9108,-0.8914,1.2857,0.2045,32.0429,24.0
2.21,-1.6529,1.1604,0.4496,42.2242,18.0
2.0676,-1.5351,1.1736,0.8546,25.1511,19.0
2.0484,-1.7037,0.5004,1.3026,19.7634,18.0
1.8986,-2.1764,0.7219,0.6308,28.5375,23.0
1.8691,-2.3959,1.2284,0.972,47.1748,17.0
1.7005,-2.3237,0.863,0.5877,39.3612,21.0
1.3013,-1.1876,0.9308,1.4471,17.2985,17.0
1.3779,-2.0966,2.005,1.2157,26.4403,15.0
1.5211,-1.1031,1.8841,1.0273,29.3896,25.0
3.7872,-3.0159,21.2544,10.2969,38.5872,24.0
0.5307,-1.0928,2.7656,0.8469,44.0455,23.0
1.1962,-0.5734,0.9019,0.9292,22.781,21.0
1.0222,-1.6857,0.4087,0.155,26.7701,16.0
2.4134,-0.7478,2.4581,0.8836,42.7677,21.0
2.0399,-0.9851,2.8876,0.7153,33.4288,24.0
1.4639,-1.9844,1.2098,1.1936,23.8153,18.0
1.3249,-1.7938,1.6534,1.0662,25.534,19.0
1.8474,-0.8579,0.3205,1.4005,34.0622,20.0
1.6474,-2.1344,2.2639,1.3989,22.6067,18.0
0.9841,-1.9692,0.7647,1.2607,48.4534,20.0
0.7134,-0.6596,2.0599,1.012,39.5531,23.0
2.196,-1.7576,1.0147,1.3523,50.2395,24.0
1.4816,-0.5312,2.7564,0.4564,23.8837,24.0
1.5515,-1.6536,2.825,0.0972,28.8916,25.0
1.4144,-2.2593,1.6028,0.5077,15.3367,25.0
1.662,-1.8491,1.8771,0.4266,36.9425,18.0
2.4171,-1.8138,0.6333,0.6647,31.7637,20.0
1.3012,-1.5985,1.7571,1.4699,42.4405,16.0
2.1082,-1.3893,2.5833,0.3343,47.0015,17.0
0.5195,-1.657,0.49,1.3452,40.2261,23.0
2.0707,-1.8999,1.7302,0.8734,30.9361,17.0
2.1276,-1.5469,1.9266,0.7023,28.3863,20.0
1.615,-0.88,1.098,0.6471,29.0436,25.0
0.8979,-1.3482,1.9825,0.3031,46.2124,20.0
1.5209,-0.9505,1.3961,0.1637,39.5466,22.0
0.7897,-2.1648,2.4424,0.5392,40.2509,24.0
2.3141,-2.3418,1.0965,0.5045,41.1205,19.0
1.2909,-0.7246,2.3648,1.4112,44.9158,23.0
1.328,-2.1322,0.167,1.1053,41.4809,16.0
1.2941,-2.3089,2.8167,0.7361,17.153,21.0
2.492,-2.2921,1.8925,0.1723,52.2636,21.0
0.9948,-1.9316,1.9168,0.2404,48.5407,15.0
4.7842,-3.4236,22.6921,12.0079,79.0264,19.0
0.7702,-0.603,1.6639,0.9067,33.2617,25.0
1.37,-1.2204,1.648,1.3679,34.2661,18.0
1.3837,-1.7684,0.8534,0.4902,15.0037,17.0
1.4384,-2.4834,2.7741,1.4231,34.0827,15.0
2.0959,-1.306,2.4106,0.8449,22.5428,23.0
0.9998,-1.0701,1.9734,1.2512,23.8237,16.0
0.9791,-0.9709,2.7389,1.221,42.3856,19.0
1.5639,-1.9624,0.6452,0.1493,20.465,16.0
1.7355,-1.9557,1.906,0.3223,15.7758,15.0
0.5443,-0.5553,0.9181,0.2313,32.5367,15.0
0.8014,-1.5128,1.0915,0.5018,46.9785,20.0
2.0828,-1.8395,2.5463,1.4299,17.2415,21.0
1.4403,-2.1156,2.5405,1.235,48.1301,16.0
1.9294,-1.7304,2.9274,0.4084,54.7814,18.0
2.042,-1.4577,2.9481,0.7356,42.2577,19.0
0.8172,-1.0435,2.2597,0.8469,19.8857,22.0
0.8974,-0.725,2.6046,0.3658,19.5171,25.0
0.5301,-0.9112,1.7956,0.6239,24.7236,15.0
1.8815,-1.1232,0.5495,1.1677,24.9489,22.0
1.7373,-0.6383,2.9912,0.9564,17.391,25.0
1.5727,-2.2852,1.5147,0.5093,37.334,25.0
2.1111,-1.6226,0.6596,1.0494,29.3267,17.0
0.579,-1.0867,1.7212,0.837,34.6037,24.0
1.1953,-1.0352,0.8984,1.2555,51.579,23.0
1.5623,-1.6012,2.4763,0.8353,33.1632,25.0
1.9673,-0.7341,1.8972,0.5779,39.8079,20.0
1.8166,-1.4221,1.2237,0.8099,34.902,23.0
1.0663,-1.6804,1.0339,0.1896,41.3556,15.0
0.7595,-0.753,0.686,0.7538,18.9501,24.0
1.2772,-1.5202,1.9095,0.9059,16.9634,18.0
0.6417,-0.6396,0.7053,0.7625,50.5907,16.0
1.7778,-1.7781,2.2561,1.3411,47.8811,15.0
1.0316,-2.4187,0.3041,0.4907,52.7841,23.0
1.9503,-1.4367,0.6494,0.813,24.9505,25.0
1.6168,-1.3837,2.2637,1.1611,38.0625,25.0
1.8305,-0.7344,0.5837,0.3116,31.0623,20.0
1.5678,-1.3002,2.8072,1.3586,37.0033,20.0
1.3247,-1.2335,2.4958,0.519,24.6289,23.0
2.0314,-0.6477,0.8369,1.4444,32.9,21.0
3.1733,-6.5776,8.2771,7.0263,80.6776,15.0
0.9438,-0.7886,0.1629,1.2418,42.5888,19.0
1.5225,-1.3587,1.7577,0.1867,33.4148,17.0
1.2342,-1.3357,0.7757,1.2261,18.6762,21.0
0.9349,-2.3456,1.0416,0.7497,34.5311,24.0
0.6907,-1.2155,0.2084,1.2221,30.2618,15.0
1.1688,-0.7404,1.3595,1.3989,19.8216,18.0
2.199,-0.6427,1.9383,0.9667,17.1651,23.0
5.6996,-7.2521,16.5408,8.312,9.2942,21.0
2.0057,-1.3495,0.3612,0.6763,46.4547,17.0
0.6651,-1.3571,0.243,0.6288,18.4032,23.0
1.8957,-0.9759,1.4947,0.3373,30.8128,24.0
1.732,-1.0287,0.8141,0.1539,46.0709,20.0
1.652,-2.2749,1.2994,0.5796,22.6196,20.0
0.5484,-1.8904,2.9642,0.9435,54.6064,22.0
1.3809,-0.6516,0.7771,1.0438,21.2396,16.0
0.6091,-0.6021,2.7875,1.3097,47.8054,15.0
2.1086,-1.8898,1.4665,0.5312,44.6005,18.0
1.5465,-1.9827,1.5008,1.1084,20.6539,25.0
5.915,-4.6824,8.7392,7.5548,29.1412,24.0
1.4299,-0.6096,0.2931,1.0075,41.5193,25.0
0.7158,-1.915,2.6619,0.6105,54.1917,23.0
0.6992,-1.8691,2.6136,0.8208,22.4567,23.0
1.6214,-1.0751,0.2153,1.3873,27.1971,22.0
0.814,-1.8064,1.1205,0.9566,24.4482,23.0
0.624,-1.9846,1.2228,1.4999,54.6145,23.0
0.9512,-1.8164,1.2393,0.249,44.1956,23.0
1.7249,-1.249,0.7595,0.3985,21.11,19.0
1.1586,-1.4155,0.6996,0.2509,36.6542,18.0
1.118,-1.0897,1.619,0.2461,54.8274,17.0
1.6297,-2.1839,0.2967,0.8228,43.7776,17.0
2.2593,-1.0458,2.3198,1.3262,31.5616,21.0
1.9912,-0.8566,1.9469,1.1206,21.0783,18.0
0.8695,-0.9751,1.8747,0.437,37.6817,18.0
0.9618,-2.4478,0.3305,1.1807,20.3635,24.0
1.7991,-2.132,1.2236,0.7371,21.5515,18.0
6.8227,-7.9249,12.5876,11.1957,68.1012,18.0
0.6323,-0.6458,2.9583,1.3073,34.5977,20.0
2.2752,-1.6449,2.351,0.9315,47.9731,20.0
2.3783,-1.3561,1.6549,0.98,43.1645,15.0
1.4032,-0.846,0.223,1.494,35.7481,21.0
0.5785,-1.7252,2.319,1.4458,22.594,22.0
1.1091,-0.8448,1.4379,0.6626,39.5254,15.0
2.3074,-1.5728,1.9737,0.1811,35.0263,17.0
2.3757,-1.1078,0.4924,0.6497,33.0354,17.0
2.2932,-0.7084,2.6594,0.1808,27.963,25.0
2.093,-1.0633,0.4583,0.2155,32.9759,20.0
1.9146,-1.0463,2.9281,0.9375,21.396,23.0
2.0365,-0.6755,1.7399,1.0063,21.0036,17.0
1.9241,-1.6608,0.9976,1.1645,32.8503,25.0
2.2971,-0.5791,0.1102,1.1598,15.4883,22.0
1.587,-2.4885,2.6598,0.3949,38.5545,22.0
1.3838,-1.2976,0.1191,1.3291,26.1245,25.0
2.1505,-2.4022,0.5299,0.9973,16.4688,15.0
2.176,-1.9031,2.7691,0.1211,31.6783,17.0
1.0688,-1.1782,2.1296,0.8798,37.4871,22.0
1.2204,-2.4283,2.3287,0.5181,50.9012,16.0
2.1866,-2.3701,1.4654,0.2269,49.3763,20.0
1.5493,-1.1083,1.875,0.2085,44.1891,25.0
0.6753,-1.0519,1.8539,1.1929,43.2722,21.0
1.133,-1.4492,2.9856,0.5631,20.1885,24.0
1.9584,-1.5045,2.4431,1.3313,24.3089,19.0
0.5032,-2.452,1.9138,0.221,48.9228,24.0
1.3281,-1.8324,1.7252,0.9744,15.4519,18.0
1.0088,-2.3643,0.9708,0.8475,45.6813,16.0
1.1827,-1.0512,1.8864,0.0922,22.0252,20.0
2.3446,-1.5418,1.4761,0.1016,20.4302,17.0
2.2841,-1.4261,1.0718,1.1868,31.5581,15.0
1.0987,-1.0501,1.015,0.827,23.3305,25.0
2.3324,-0.9084,0.292,0.2665,48.6296,20.0
1.753,-0.8152,1.7558,0.6149,38.8077,19.0
1.129,-2.4367,1.3002,0.7707,24.5057,22.0
1.1053,-1.4498,0.6075,0.5926,16.4958,18.0
1.3875,-2.4501,1.4997,0.7751,22.6085,22.0
1.5473,-0.9489,0.5156,1.3141,47.8855,23.0
0.7654,-1.0509,1.4322,1.0848,35.8938,15.0
0.5881,-0.8038,2.6284,0.5333,50.5674,16.0
1.818,-1.875,1.7749,0.5026,50.6854,20.0
1.0731,-1.4354,2.3411,1.0231,25.9062,17.0
0.5305,-1.2541,1.5908,0.3495,29.0127,20.0
2.3866,-0.892,1.7648,0.2983,27.4551,20.0
0.6015,-2.442,2.7195,0.1232,30.344,16.0
0.858,-1.3078,1.819,1.2625,42.9746,24.0
1.1647,-2.1037,2.2994,1.2235,18.1418,22.0
0.6858,-0.8953,2.1259,0.191,27.4157,25.0
1.4308,-2.0366,0.749,1.2986,39.6777,20.0
1.8992,-1.1696,2.3875,1.3295,33.1313,15.0
0.7258,-1.5427,2.5527,0.4593,28.9446,24.0
0.7059,-0.8649,2.4106,0.5225,40.9781,19.0
1.3016,-1.6731,1.9005,0.8445,53.9557,21.0
0.9165,-1.1119,1.3503,1.4713,37.6884,20.0
0.9723,-1.1748,0.3259,1.3998,37.9675,22.0
1.6922,-1.8492,0.3832,0.6956,27.3214,21.0
0.7175,-0.8719,2.3369,0.5994,34.7718,25.0
0.9352,-2.2222,1.7842,1.1447,47.3936,17.0
1.4059,-1.917,1.8852,0.6984,23.2265,20.0
2.0887,-1.1409,2.7637,1.4082,43.7116,20.0
1.6655,-1.277,1.5802,1.2791,49.1002,15.0
1.5978,-2.3937,2.1397,1.2401,29.3698,19.0
0.9705,-1.0956,1.2434,0.5113,30.3116,21.0
0.9224,-2.1532,0.5033,0.8554,48.7331,20.0
0.8085,-0.5051,2.0432,0.2447,17.8698,15.0
2.2698,-1.1841,2.9274,0.2469,20.4888,21.0
2.2872,-1.1092,2.7979,0.9537,33.1758,21.0
1.4001,-1.7894,0.6388,0.9266,38.1175,18.0
1.0385,-0.6469,1.7714,0.0985,16.5146,22.0
0.7263,-1.5369,2.1024,0.256,44.2517,19.0
0.6565,-0.7202,0.3565,0.7351,44.6674,25.0
1.7674,-0.9038,1.0062,0.1265,28.7418,15.0
1.5253,-1.5615,2.2281,0.6605,53.4233,19.0
0.5707,-0.6543,2.2733,1.1041,37.5483,15.0
1.6563,-1.3543,2.0033,0.473,44.4952,15.0
0.665,-1.4888,2.5692,0.4529,20.3016,19.0
1.0139,-1.0171,1.8511,1.3697,44.5587,25.0
2.1157,-1.9775,2.1322,0.7531,46.9749,15.0
0.6688,-2.2099,2.8084,0.2735,34.8379,21.0
0.9759,-1.6196,1.949,0.3557,44.3744,20.0
1.0288,-0.8609,0.2523,0.7228,34.0493,22.0
2.0049,-1.435,1.2014,1.0731,33.9836,17.0
1.3695,-1.9224,2.4122,0.6039,27.6275,23.0
0.582,-0.6646,1.9485,1.4365,32.2714,25.0
1.1699,-1.9658,0.385,0.9988,30.6462,25.0
1.9686,-1.3226,0.6653,0.5392,42.6111,17.0
0.5212,-2.483,0.2971,0.6463,36.0106,25.0
0.9388,-1.9334,0.6599,0.0844,18.6777,24.0
2.1709,-0.599,1.9504,1.0767,19.7991,24.0
1.8128,-0.7002,1.7416,1.4524,50.8401,17.0
1.4339,-0.6276,1.9525,1.3879,26.0553,21.0
1.8352,-0.9598,0.8463,1.1821,26.0915,15.0
1.1653,-2.3799,2.8713,0.4338,32.623,22.0
0.9013,-1.7147,1.9719,0.2072,36.6253,21.0
1.7867,-0.6748,2.1747,0.1998,17.9168,24.0
2.0545,-2.4625,1.5433,0.9967,15.0347,15.0
1.0329,-1.0999,2.7234,0.8832,35.6153,22.0
1.3078,-1.0445,2.4556,0.1516,24.0339,21.0
2.136,-1.5359,1.745,1.4058,29.3567,25.0
0.6104,-0.506,1.9765,0.5798,49.1337,20.0
1.4193,-0.967,1.9786,0.3061,16.5732,21.0
1.0977,-1.7198,0.4096,1.0488,34.4601,25.0
0.8789,-2.4286,0.1736,1.4948,24.5394,21.0
1.5811,-1.8845,1.6484,1.2597,32.9723,15.0
3.2803,-4.0611,8.7278,6.7728,73.6038,25.0
2.3802,-0.7596,1.656,1.1245,24.3194,16.0
3.708,-4.7308,16.0107,18.7703,8.8931,25.0
0.8445,-2.4001,0.9913,1.2009,33.2474,17.0
0.6279,-0.8651,0.4311,0.9127,39.6251,16.0
1.3524,-0.877,2.9484,1.0337,27.9694,25.0
0.7747,-0.8271,2.4,1.1581,38.7234,20.0
1.0478,-0.9849,0.5873,0.5864,21.6002,18.0
0.5814,-2.3001,2.5574,0.938,46.1065,15.0
0.6614,-2.4856,2.7858,1.0748,38.7492,19.0
2.1148,-0.9549,2.1078,0.3489,40.593,23.0
0.9785,-2.1509,2.1059,0.9146,43.688,24.0
1.7544,-0.9348,1.1088,0.0566,24.4256,16.0
2.4536,-1.2622,2.6019,1.4808,35.3016,22.0
1.8187,-1.9471,0.6618,1.2051,42.4098,22.0
0.8195,-0.6547,0.2567,0.5781,23.3836,19.0
2.1103,-0.9832,0.2256,1.1236,51.9945,17.0
0.5581,-1.4702,0.3055,0.3912,32.7928,24.0
0.8975,-1.1463,1.0445,1.1795,28.0453,16.0
1.3252,-2.1001,2.685,0.1566,38.4037,15.0
0.7899,-0.6442,1.4195,0.6116,20.4562,18.0
2.4511,-2.0956,0.4689,1.0537,17.3861,17.0
1.4311,-1.6636,2.305,0.3688,26.8065,17.0
1.776,-1.2769,0.5928,1.4567,49.2002,16.0
1.5435,-0.7756,0.7277,0.7366,33.5105,15.0
1.9724,-2.0067,1.0492,0.8902,50.6729,24.0
2.3275,-0.7035,1.3115,0.1141,54.6509,23.0
5.6556,-5.6037,21.5663,17.3194,43.4575,18.0
2.0062,-1.1137,1.2792,0.3661,29.3362,18.0
0.6815,-1.5404,0.984,1.0698,49.3169,24.0
5.2742,-4.1408,22.8614,11.0804,72.138,20.0
1.9078,-2.4973,1.9192,0.6081,42.63,23.0
5.1295,-6.6511,24.0836,13.1365,72.5307,25.0
2.2617,-1.0285,0.259,1.4207,41.9861,15.0
1.2312,-1.2617,1.1602,0.3041,37.3516,16.0
2.0472,-2.2232,1.0713,0.8325,40.9615,24.0
1.9057,-0.9937,2.3066,0.5147,50.9173,23.0
1.0543,-2.3733,1.1012,0.755,36.0673,16.0
1.5638,-0.8492,2.7084,0.7054,29.7258,25.0
2.1176,-0.6182,0.2903,1.3433,33.315,16.0
0.8576,-0.5835,0.3231,0.2889,19.481,17.0
2.25,-1.4586,1.9191,0.4751,53.783,23.0
1.4478,-1.6597,2.2394,0.0811,22.5624,15.0
0.9647,-0.6051,1.9695,0.647,28.7117,25.0
1.4723,-1.1683,1.6375,0.8453,33.3203,24.0
2.0787,-2.1565,0.854,0.7522,53.829,15.0
1.0688,-0.5876,1.894,0.2831,36.4127,17.0
2.1787,-1.1143,2.0324,0.2726,24.5162,15.0
1.6491,-1.6182,1.172,0.3475,43.2854,25.0
1.1877,-1.7542,1.6656,0.2858,27.0624,15.0
1.4988,-2.2092,1.4283,0.5143,15.1718,23.0
1.1626,-1.0891,1.4743,0.4702,52.7604,24.0
2.0992,-1.0429,2.7746,0.5411,19.4926,22.0
0.7788,-1.3981,0.9934,0.6324,48.6351,22.0
1.1527,-1.2837,0.6659,0.8133,46.2513,19.0
0.6672,-0.8011,2.0635,1.4386,54.0336,21.0
1.1355,-1.2898,2.8359,1.3672,29.4426,17.0
1.3553,-1.7278,0.1354,0.5501,27.3234,22.0
0.6752,-1.0443,1.3882,1.4893,47.1474,19.0
1.956,-0.7046,2.213,0.6506,48.4205,24.0
0.9156,-1.5508,2.6158,1.4806,17.6446,24.0
0.6769,-1.6811,2.7518,0.651,37.2326,24.0
0.7739,-2.128,1.2071,0.8531,16.6893,19.0
1.1078,-1.3814,1.444,0.0889,15.0979,19.0
1.7811,-1.2269,0.4601,1.0156,26.5076,17.0
1.8757,-2.0105,0.4461,0.452,54.7733,16.0
1.2235,-1.539,1.3646,0.424,42.4365,16.0
1.9659,-2.4649,0.8527,0.8934,20.8455,22.0
0.771,-2.1734,0.8907,0.6583,51.4842,20.0
4.4583,-4.8053,9.3061,7.9072,58.3825,16.0
0.8343,-1.8548,1.017,1.2752,46.9951,19.0
1.8767,-2.3083,1.7821,1.2438,15.5159,23.0
2.0576,-1.676,2.7706,0.2864,23.715,23.0
0.8768,-0.7059,1.8789,1.2556,36.0261,23.0
1.9045,-0.8948,1.3103,1.3782,19.6626,17.0
1.459,-1.8769,1.1514,1.2347,50.5891,24.0
2.4402,-2.1556,0.9836,1.1295,19.7439,17.0
0.7847,-2.0469,0.4635,0.2388,18.1442,16.0
2.0494,-0.9853,0.2233,0.2063,46.7222,23.0
1.4382,-0.6829,0.2255,0.4874,15.4109,16.0
2.3402,-2.0892,2.7134,0.3179,29.0613,16.0
1.9924,-1.9452,1.7813,0.5607,49.2055,24.0
1.6405,-2.3018,1.7766,0.0703,23.6799,18.0
0.8435,-0.992,0.1126,1.1018,51.9693,23.0
1.4494,-1.1037,0.6369,1.0266,19.293,20.0
1.3482,-1.4715,1.282,1.154,27.5712,22.0
0.7718,-0.9755,2.1437,0.8578,16.6243,20.0
1.2696,-1.5861,2.2349,1.0462,48.6436,18.0
1.0812,-0.7893,0.6475,0.1509,48.6423,22.0
1.2349,-2.4744,2.0551,1.0245,30.8548,23.0
0.67,-2.2133,1.2618,0.9063,19.0689,17.0
2.4504,-1.8227,1.8254,1.4865,19.9105,21.0
1.057,-1.073,1.7876,0.4458,46.5797,25.0
1.2122,-1.1666,2.8554,1.4819,35.4566,17.0
0.7161,-1.9986,1.5421,0.9611,20.3843,16.0
2.1606,-1.5037,0.1776,0.3097,39.1834,20.0
1.7439,-2.3073,0.3219,1.1398,45.7029,22.0
1.8242,-1.5195,0.8588,0.5482,49.3869,23.0
6.8198,-3.0464,22.9621,6.787,43.2598,21.0
0.572,-2.1463,2.0123,1.1801,50.388,17.0
0.769,-1.0686,1.5136,0.2086,42.001,25.0
1.5788,-1.5604,1.7305,0.2767,17.2295,19.0
2.4417,-1.2661,1.123,1.4678,27.8193,15.0
0.7564,-1.7672,2.4477,0.8968,45.6078,25.0
0.6947,-1.8097,1.1364,0.5593,41.4496,18.0
1.1242,-2.3301,2.0952,1.31,19.5789,17.0
4.6306,-5.6955,22.6773,13.5207,81.6198,19.0
5.3485,-7.8888,13.3807,13.5553,32.4058,16.0
0.7001,-1.1498,1.0743,0.779,45.5962,20.0
1.099,-0.5611,0.6851,0.9714,53.9643,16.0
1.5717,-1.9253,0.2378,1.4945,31.0811,18.0
2.4159,-1.0646,1.7768,0.9082,25.9346,24.0
1.4505,-2.0805,2.4074,0.9947,27.0739,19.0
1.5799,-2.0998,1.2667,0.9562,33.1291,23.0
0.5372,-1.0933,2.6019,0.8864,23.5181,22.0
1.7759,-0.8821,2.573,1.3649,52.3854,25.0
0.9013,-1.575,0.7971,1.1323,45.6212,21.0
2.2204,-0.6777,1.9384,1.2767,25.6774,19.0
1.0129,-1.2975,1.277,0.2147,22.6766,18.0
1.1211,-1.5292,2.9748,0.6619,51.2262,18.0
